"ID","Navigation","Business","Catalogues","Travel","Books","PhotoVideo","Lifestyle","Entertainment","Finance","News","Health","Games","Food","Education","Medical","SocialNetworking","Reference","Sports","Utilities","Weather","Productivity","Music","Other"
"8319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8377","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8378","1",NA,NA,"1",NA,NA,"1","1","1","1",NA,"1","1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA
"8379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8380",NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8381","1",NA,NA,"1","1","1",NA,"1",NA,"1","1","1",NA,"1","1","1",NA,"1","1","1",NA,"1",NA
"8382","1","1",NA,"1",NA,"1","1","1",NA,"1",NA,"1",NA,"1",NA,"1","1","1","1","1","1","1",NA
"8383","1","1","1",NA,"1","1","1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1","1",NA,NA
"8384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"8386","1","1",NA,"1","1",NA,"1","1",NA,"1",NA,"1","1",NA,NA,"1","1","1","1","1","1","1",NA
"8387","1","1",NA,NA,"1",NA,"1","1",NA,"1",NA,"1",NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"8388","1","1",NA,"1","1","1","1","1","1","1","1","1","1",NA,NA,"1","1",NA,"1","1","1","1",NA
"8389",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8391",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8394",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"8395",NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,"1","1","1",NA,"1",NA,NA,"1","1",NA,"1",NA
"8396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,NA,"1",NA
"8397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"8398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8399","1","1","1","1","1","1","1","1",NA,"1","1",NA,"1","1",NA,"1","1","1",NA,"1","1","1",NA
"8400","1",NA,NA,"1",NA,"1","1",NA,"1","1",NA,"1",NA,NA,NA,"1","1",NA,"1","1",NA,NA,NA
"8401",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,"1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA
"8402","1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,"1","1",NA,NA,"1",NA,NA,NA,"1",NA,"1",NA
"8403",NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8404","1","1",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA
"8405","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA
"8406",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8408","1",NA,NA,"1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1","1","1",NA,NA,NA
"8409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8410","1",NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8411",NA,"1",NA,NA,"1",NA,NA,"1",NA,"1",NA,"1",NA,"1",NA,"1",NA,NA,NA,"1",NA,"1",NA
"8412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"8413","1","1",NA,"1",NA,"1",NA,"1","1",NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,"1","1",NA
"8414","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA
"8415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8416","1",NA,NA,"1","1",NA,NA,"1","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8417","1",NA,NA,NA,NA,"1","1","1",NA,"1",NA,"1","1","1",NA,"1",NA,NA,"1","1","1","1",NA
"8418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8419","1","1",NA,"1",NA,"1","1",NA,"1",NA,NA,"1","1","1",NA,"1",NA,NA,NA,"1","1","1",NA
"8420",NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA
"8421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8422","1",NA,"1","1","1","1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,"1","1","1",NA,"1",NA
"8423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8424",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8425",NA,NA,NA,NA,"1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8426","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","1","1",NA,"1","1",NA
"8427","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8428",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA
"8429",NA,NA,NA,NA,NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA
"8430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8431","1",NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA
"8432",NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA
"8433",NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1","1",NA,"1",NA,NA,NA,NA
"8434","1",NA,NA,NA,"1",NA,NA,"1",NA,NA,"1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8435","1",NA,"1","1",NA,"1","1","1","1","1","1",NA,NA,NA,NA,"1","1",NA,"1","1","1","1",NA
"8436","1",NA,NA,NA,"1","1","1","1","1",NA,"1","1","1",NA,"1","1",NA,NA,"1","1","1","1",NA
"8437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"8439","1","1",NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA
"8440","1",NA,"1","1",NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA
"8441","1","1",NA,NA,"1",NA,"1","1","1","1",NA,"1",NA,NA,NA,"1",NA,"1","1","1",NA,"1",NA
"8442","1",NA,NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA
"8443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8445","1","1",NA,NA,"1","1","1","1",NA,"1",NA,"1","1","1",NA,"1","1","1","1","1","1","1",NA
"8446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1",NA,NA
"8447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8449",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8451",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,NA,NA
"8452","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA
"8453","1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,"1","1","1",NA,NA,NA
"8454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8455","1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,"1",NA,"1","1",NA,NA
"8456","1","1",NA,"1","1","1","1",NA,"1","1",NA,"1","1","1","1","1","1",NA,"1","1","1","1",NA
"8457",NA,NA,NA,NA,NA,"1",NA,"1",NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA
"8458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8459","1",NA,NA,"1",NA,"1","1",NA,NA,"1","1","1",NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA
"8460","1",NA,"1",NA,"1",NA,"1","1",NA,NA,NA,NA,"1","1",NA,"1",NA,NA,"1","1",NA,"1",NA
"8461","1","1",NA,"1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",NA
"8462","1","1",NA,NA,"1","1",NA,NA,"1","1","1","1",NA,NA,NA,"1",NA,"1","1","1","1","1",NA
"8463","1",NA,NA,"1","1",NA,NA,"1",NA,NA,NA,"1","1",NA,NA,NA,NA,"1",NA,NA,NA,"1",NA
"8464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"8465","1",NA,NA,"1",NA,NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA
"8466","1",NA,NA,NA,"1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8467","1",NA,NA,NA,"1","1",NA,NA,"1","1",NA,"1","1","1",NA,NA,NA,"1",NA,"1",NA,NA,NA
"8468",NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8470","1","1",NA,"1","1",NA,"1","1","1","1",NA,"1","1","1",NA,"1","1","1","1","1","1","1",NA
"8471","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,"1",NA,"1",NA
"8472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8475","1",NA,NA,NA,"1",NA,"1","1",NA,NA,NA,"1","1",NA,NA,"1",NA,NA,"1",NA,NA,"1",NA
"8476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1","1",NA,NA,NA
"8477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8478","1","1",NA,NA,"1","1",NA,"1",NA,"1",NA,"1",NA,NA,NA,"1",NA,"1","1","1",NA,NA,NA
"8479","1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA
"8480","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8481",NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA
"8482",NA,"1",NA,NA,NA,"1","1",NA,"1","1","1",NA,"1","1",NA,NA,"1",NA,"1","1",NA,"1",NA
"8483",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA
"8485",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1",NA,"1",NA,NA,"1","1",NA,NA,NA
"8486","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,NA,"1",NA,NA,"1","1",NA,"1",NA
"8487",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","1",NA,NA,"1",NA,NA,"1","1",NA,"1",NA
"8488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"8490","1","1",NA,"1","1",NA,"1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","1","1",NA
"8491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8493","1",NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA
"8494","1","1",NA,NA,NA,NA,"1",NA,NA,"1",NA,"1","1",NA,NA,NA,"1",NA,NA,NA,NA,"1",NA
"8495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8496",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,NA,NA,NA,"1",NA,"1",NA
"8497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"8498",NA,"1",NA,"1","1",NA,"1","1",NA,"1","1","1","1",NA,"1","1",NA,NA,NA,NA,NA,"1",NA
"8499","1",NA,NA,"1","1",NA,"1",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8500","1","1",NA,NA,"1","1",NA,NA,NA,"1",NA,"1","1",NA,NA,"1",NA,NA,"1","1","1","1",NA
"8501","1",NA,NA,NA,"1","1","1",NA,"1",NA,"1","1","1",NA,NA,"1",NA,NA,"1","1",NA,NA,NA
"8502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"8507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"8510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"8511","1",NA,NA,"1","1","1","1","1",NA,"1","1","1","1","1","1","1","1",NA,"1","1",NA,"1",NA
"8512","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8513",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"1",NA,"1",NA,NA
