"ID","AppStore","PriceSensitive","WhyDownload","Gender","Age","Nationality","Education","YearsEdu","Occupation","Currency","HH.Income"
"8019","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8021","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8022","Windows","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8023","Not sure",NA,"NORTON","Male","49","Brazillian","2","20","Inst, Maint & Repair","BRL","Prefer not to say"
"8024","Nokia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8025","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8028","Blackberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8029","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8031","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8038","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8039","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8040","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8041","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8042","Samsung","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8048","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8049","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8051","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8052","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8055","iOS",NA,NA,"Female","18","SouthKorean",NA,NA,NA,NA,NA
"8056","Samsung","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8057","iOS","Yes",NA,"Male","67","British","5","13","Healthcare Pract & Tech","GBP","4"
"8058","Not sure",NA,"<U+30A2><U+30D7><U+30EA><U+3092><U+63A2><U+3059><U+3053><U+3068><U+306F><U+306A><U+3044>",NA,NA,NA,NA,NA,NA,NA,NA
"8059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8060","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8062","Do not use apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8064","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8065","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8066","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8068","Nokia","Yes","gameloft",NA,NA,NA,NA,NA,NA,NA,NA
"8069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8071","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8072","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8073","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8074","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8077","Nokia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8078","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8079","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8080","Samsung","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8081","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8085","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8087","Android",NA,NA,"Male","17","Chinese",NA,NA,NA,NA,NA
"8088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8089","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8090","Nokia","Yes","ANTIVIRASE","Male","28","Indian","2","13","Sales","INR","5"
"8091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8094","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8099","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8105","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8107","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8108","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8109","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8113","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8114","iOS","Yes","Angrybirds","Male","16","German",NA,NA,NA,NA,NA
"8115","iOS","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8116","Blackberry","Yes","dont remember",NA,NA,NA,NA,NA,NA,NA,NA
"8117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8119","iOS","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8120","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8122","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8125","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8127","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8128","Not sure","Yes",NA,"Female","17","Chinese",NA,NA,NA,NA,NA
"8129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8131","Blackberry","Yes","youtube","Female","19","Spanish",NA,NA,NA,NA,NA
"8132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8133","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8137","Do not use apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8138","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8139","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8140","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8146","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8149","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8151","Android",NA,NA,"Female","17","Brazillian","2","9","Student",NA,NA
"8152","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8155","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8157","Blackberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8159","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8160","Samsung",NA,NA,"Female","18","SouthKorean",NA,NA,NA,NA,NA
"8161","Blackberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8163","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8164","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8166","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8167","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8168","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8169","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8171","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8172","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8173","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8175","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8176","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8178","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8179","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8180","Samsung","Yes","angry bird",NA,NA,NA,NA,NA,NA,NA,NA
"8181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8182","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8183","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8186","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8193","Samsung","Yes","whatsapp",NA,NA,NA,NA,NA,NA,NA,NA
"8194","Not sure",NA,"não tenho",NA,NA,NA,NA,NA,NA,NA,NA
"8195","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8196","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8199","Nokia","Yes",NA,"Male","18","Brazillian","5","5","Arts, Entmt & Sports","BRL","1"
"8200","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8202","Nokia",NA,"<U+043D><U+0435> <U+043F><U+043E><U+043C><U+043D><U+044E>",NA,NA,NA,NA,NA,NA,NA,NA
"8203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8206","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8214","Do not use apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8217","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8218","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8220","Do not use apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8224","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8225","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8226","Android",NA,"não lembro","Male","27","Brazillian","3","16","Off & Admin Sup","BRL","1"
"8227","Android","Yes","Dead trigger","Male","17","German",NA,NA,NA,NA,NA
"8228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8230","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8233","Blackberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8234","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8236","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8237","Nokia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8238","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8240","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8242","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8243","None","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8244","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8247","Samsung","Yes",NA,"Female","17","German",NA,NA,NA,NA,NA
"8248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8251","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8253","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8255","Not sure",NA,"google maps","Female","20","Canadian",NA,NA,NA,NA,NA
"8256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8258","Not sure",NA,NA,"Female","38","Brazillian","2","34","Sales","BRL","1"
"8259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8263","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8265","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8267","Not sure","Yes","opera","Male","38","Russian","2","10","Cmty & Soc Svcs","RUB","2"
"8268","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8269","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8270","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8272","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8273","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8274","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8278","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8279","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8287","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8289","Android",NA,NA,"Female","21","Indian",NA,NA,NA,NA,NA
"8290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8292","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8297","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8298","iOS","Yes","unk",NA,NA,NA,NA,NA,NA,NA,NA
"8299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8300","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8305","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8306","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8307","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8309","Blackberry",NA,NA,"Male","82","Mexican",NA,NA,NA,NA,NA
"8310","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8311","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8312","Samsung","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8314","iOS","Yes",NA,"Female","82","French","6","22","Off & Admin Sup","EUR","7"
"8315","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8323","Android","Yes","APLLICATION GRATUITE SEULEMENT",NA,NA,NA,NA,NA,NA,NA,NA
"8324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8325","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8326","Not sure","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8329","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8330","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8334","Nokia","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8335","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8339","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8340","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8344","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8345","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8346","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8351","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8353","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8354","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8358","Samsung",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8360","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8361","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8364","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8370","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8372","Not sure","Yes","Kasperskey Anti Virus",NA,NA,NA,NA,NA,NA,NA,NA
"8373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8376","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8377","Android",NA,NA,"Male","31","Other","2","12","Constrn & Ext","CAD","4"
"8378","iOS","Yes","<U+51EF><U+7ACB><U+5FB7>","Male","23","Chinese","3","14","Mgmt","CNY","10"
"8379","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
