"ID","AppStore","PriceSensitive","WhyDownload","Gender","Age","Nationality","Education","YearsEdu","Occupation","Currency","HH.Income"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","iOS","Yes",NA,"Male","21","American","5","16","Student","CNY","Prefer not to say"
"3","iOS","Yes",NA,"Male","23","Other","6","18","Student","Other","2"
"4","Android","Yes",NA,"Male","37","Italian","7","21","Edu, Trng & Lib","GBP","9"
"5","iOS",NA,"Papers","Male","30","Mexican","7","27","Life, Phys & Soc Sci","USD","4"
"6","iOS",NA,"navigation","Female","29","British","7","20","Life, Phys & Soc Sci","GBP","6"
"7","iOS","Yes","EagleEyes","Male","29","Other","5","16","Comp & Math","Other","2"
"8","Android","Yes",NA,"Male","31","Australian","5","20","Comp & Math","AUD","7"
"9","iOS","Yes","<U+82F1><U+8F9E><U+90CE>","Male","28","Japanese","7","22","Edu, Trng & Lib","JPY","4"
"10","None",NA,NA,"Female","31","Japanese","7","26","Edu, Trng & Lib","JPY","Prefer not to say"
"11","Android","Yes",NA,"Female","31","Australian","6","20","Off & Admin Sup","AUD","7"
"12","None",NA,NA,"Male","35","French","7","22","Comp & Math","JPY","8"
"13","Other",NA,"english upgrader","Female","41","Japanese","5","23","Off & Admin Sup","JPY","9"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Android",NA,"iAnnotate","Male","25","Japanese","6","19","Student","JPY","3"
"17","iOS",NA,NA,"Male","28","Other","5","18","Comp & Math","Other","1"
"18","Android","Yes","Cannot remember","Male","31","Chinese","5","16","Comp & Math","Other","2"
"19","iOS","Yes",NA,"Female","27","Other","6","18","Edu, Trng & Lib","Other","2"
"20","Android",NA,NA,"Female","22","British","5","17","Student","GBP","7"
"21","Android",NA,NA,"Female","27","Other","6","20","Comp & Math","EUR","6"
"22","Nokia","Yes","Home screen settings","Male","32","Italian","6","18","Comp & Math","Other","2"
"23","Android","Yes","-","Male","26","French","6","20","Student","EUR","1"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Android",NA,NA,"Male","42","Italian","7","21","Comp & Math","EUR","5"
"26","Android","Yes",NA,"Male","31","Italian","7","20","Comp & Math","EUR","Prefer not to say"
"27","iOS",NA,"the free apps","Female","28","Other","6","14","Arch & Eng","Other","2"
"28","Nokia",NA,NA,"Male","41","Italian","7","37","Edu, Trng & Lib","EUR","4"
"29","None",NA,NA,"Female","28","Italian","6","23","Student","EUR","3"
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","None",NA,NA,"Female","28","Italian","6","21","Comp & Math","EUR","2"
"32","None",NA,NA,"Male","27","Italian","6","22","Student","EUR","3"
"33","Android","Yes","jump (remote desktop)","Male","36","Italian","2","17","Comp & Math","EUR","5"
"34","Blackberry",NA,"translator","Female","29","Mexican","6","18","Student","EUR","2"
"35","None",NA,NA,"Female","16","British","2","12","Student","Other","2"
"36","Android","Yes",NA,"Male","26","Italian","6","21","Student","EUR","Prefer not to say"
"37","None",NA,NA,"Male","30","Other","7","18","Other","EUR","5"
"38","Android","Yes",NA,"Male","22","Italian","2","17","Sales","EUR","Prefer not to say"
"39","iOS",NA,NA,"Male","36","French","7","23","Life, Phys & Soc Sci","EUR","4"
"40","Android",NA,NA,"Male","30","Italian","6","25","Edu, Trng & Lib","EUR","5"
"41","Android","Yes","I don't know","Male","33","Other","7","20","Life, Phys & Soc Sci","Other","2"
"42","Android",NA,"Font pack for Office Suite","Male","54","Italian","7","30","Comp & Math","USD","Prefer not to say"
"43","None",NA,NA,"Male","42","Other","7","26","Edu, Trng & Lib","EUR","4"
"44","Android","Yes",NA,"Male","23","Other","5","18","Student","Other","2"
"45","Android",NA,NA,"Male","30","Other","7","20","Comp & Math","Other","1"
"46","Android","Yes","File Explorer","Male","29","Other","6","21","Student","CAD","2"
"47","None",NA,NA,"Male","37","Italian","7","25","Comp & Math","EUR","6"
"48","None",NA,NA,"Female","32","Other","6","18","Student","EUR","3"
"49","Android","Yes","Camera FV5","Male","29","Italian","7","23","Comp & Math","EUR","4"
"50","None",NA,NA,"Male","32","Chinese","6","26","Comp & Math","EUR","8"
"51","Android","Yes","SwiftKey Keyboard","Male","27","Italian","6","19","Comp & Math","EUR","3"
"52","iOS",NA,NA,"Female","23","Chinese","5","18","Student","GBP","3"
"53","Nokia","Yes",NA,"Female","24","Chinese","6","19","Edu, Trng & Lib","GBP","3"
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","None",NA,NA,"Male","28","British","6","23","Student","GBP","1"
"56","iOS","Yes","HBR","Female","38","British","7","22","Comp & Math","GBP","Prefer not to say"
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Android",NA,"None","Male","30","Italian","6","13","Prsn Care & Svcs","EUR","4"
"59","Android","Yes",NA,"Male","26","Italian","6","20","Student","EUR","3"
"60","Android",NA,NA,"Male","37","Italian","5","20","Life, Phys & Soc Sci","EUR","5"
"61","None",NA,NA,"Male","35","Italian","6","22","Comp & Math","EUR","4"
"62","Nokia","Yes",NA,"Male","37","Italian","5","17","Life, Phys & Soc Sci","EUR","5"
"63","Not sure",NA,"I don't look for apps","Male","25","Other","6","18","Arch & Eng","USD","Prefer not to say"
"64","iOS","Yes","VOIP","Male","32","Other","6","24","Comp & Math","EUR","Prefer not to say"
"65","Blackberry","Yes",NA,"Male","31","Italian","6","21","Mgmt","EUR","4"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","None",NA,NA,"Female","26","Italian","6","20","Arts, Entmt & Sports","EUR","3"
"68","Android","Yes",NA,"Female","26","Other","5","22","Comp & Math","Other","2"
"69","None",NA,NA,"Male","48","Italian","3","18","Comp & Math","EUR","6"
"70","iOS","Yes","OmniFocus","Male","33","German","7","22","Comp & Math","GBP","7"
"71","None",NA,NA,"Male","43","Italian","3","10","Inst, Maint & Repair","EUR","4"
"72","Android",NA,NA,"Female","23","Other","6","19","Student","Other","2"
"73","iOS","Yes","Skype","Male","35","Other","7","20","Mgmt","AUD","5"
"74","Android",NA,NA,"Male","35","Australian","7","20","Comp & Math","AUD","4"
"75","None",NA,NA,"Male","22","Italian","5","16","Student","EUR","1"
"76","Android","Yes",NA,"Female","21","Italian","3","15","Student","EUR","Prefer not to say"
"77","Nokia","Yes",NA,"Male","22","Italian","5","16","Student","EUR","1"
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","None",NA,NA,"Male","40","Other","7","25","Edu, Trng & Lib","EUR","6"
"80","Android","Yes",NA,"Male","25","Italian","5","18","Comp & Math","EUR","3"
"81","Android",NA,"Endomondo Sports Tracker","Male","21","Italian","3","16","Comp & Math","EUR","1"
"82","Android",NA,"PowerAMP","Male","22","Italian","5","16","Student","EUR","1"
"83","Android",NA,NA,"Male","23","Chinese","5","18","Comp & Math","Other","2"
"84","iOS","Yes","weather ?","Male","40","Other","7","25","Life, Phys & Soc Sci","Other","2"
"85","Android",NA,"do not remember ( a fighting game)","Male","28","Other","6","24","Edu, Trng & Lib","JPY","1"
"86","Android",NA,NA,"Male","30","Other","6","21","Student","EUR","3"
"87","iOS",NA,NA,"Male","29","Other","6","24","Edu, Trng & Lib","Other","2"
"88","Android",NA,NA,"Female","42","Other","3","18","Mgmt","Other","2"
"89","iOS","Yes",NA,"Male","32","Other","7","24","Edu, Trng & Lib","EUR","3"
"90","iOS",NA,"AVPlayer","Male","26","Other","6","21","Edu, Trng & Lib","Other","2"
"91","None",NA,NA,"Male","23","Indian","5","18","Arch & Eng","INR","10"
"92","Android",NA,NA,"Male","28","Other","6","20","Comp & Math","EUR","4"
"93","Nokia","Yes","Stellarium","Male","39","Other","7","20","Edu, Trng & Lib","EUR","Prefer not to say"
"94","iOS","Yes","Japanese dictionary/ grammar","Female","37","Other","6","22","Comp & Math","JPY","4"
"95","Android","Yes",NA,"Male","28","Other","6","23","Comp & Math","Other","2"
"96","iOS","Yes","<U+5927><U+8F9E><U+6797>","Male","24","Japanese","5","19","Student","JPY","7"
"97","None",NA,NA,"Male","40","Australian","7","22","Other","AUD","10"
"98","iOS",NA,NA,"Male","33","Other","6","20","Edu, Trng & Lib","Other","2"
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Android","Yes",NA,"Male","26","Other","6","18","Edu, Trng & Lib","Other","2"
"101","Android",NA,NA,"Male","27","Other","3","17","Comp & Math","Other","2"
"102","iOS",NA,NA,"Male","46","Australian","7","23","Comp & Math","AUD","8"
"103","iOS","Yes","I didn't remember exactly the name of app","Male","46","Other","7","24","Edu, Trng & Lib","Other","2"
"104","Samsung","Yes",NA,"Male","58","Other","5","50","Biz & Fin Ops","Other","2"
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Android","Yes",NA,"Male","27","Australian","5","16","Arch & Eng","AUD","5"
"107","Android",NA,NA,"Male","31","Italian","6","25","Student","EUR","3"
"108","Android","Yes",NA,"Female","32","Other","7","24","Comp & Math","GBP","8"
"109","Android","Yes","SwiftKey 3","Male","24","Italian","3","14","Comp & Math","EUR","3"
"110","Android","Yes","Asphalt 7: Heat","Male","32","Other","3","15","Comp & Math","GBP","5"
"111","Android",NA,NA,"Male","34","Italian","7","26","Comp & Math","EUR","5"
"112","iOS","Yes","Pages","Male","40","British","7","19","Comp & Math","GBP","9"
"113","Android","Yes","SwiftKey 3","Male","54","Canadian","2","0","Comp & Math","CAD","Prefer not to say"
"114","iOS","Yes","imissal","Female","35","Other","6","28","Student","GBP","5"
"115","iOS",NA,NA,"Male","33","Other","6","20","Mgmt","CAD","Prefer not to say"
"116","iOS","Yes","Touch OSC","Female","38","British","7","22","Comp & Math","GBP","5"
"117","Android","Yes",".. not sure..","Male","39","Other","7","21","Comp & Math","USD","Prefer not to say"
"118","iOS","Yes","Grand Theft Auto Chinatown Wars","Female","29","Other","7","21","Comp & Math","GBP","9"
"119","iOS","Yes","Web albums","Male","26","Other","6","20","Arch & Eng","Other","2"
"120","Android",NA,"Where's my water","Male","29","Other","7","20","Comp & Math","GBP","6"
"121","iOS","Yes","Air Sharing","Male","25","Other","6","17","Edu, Trng & Lib","EUR","3"
"122","Blackberry","Yes",NA,"Male","34","Other","6","22","Sales","GBP","4"
"123","Android",NA,NA,"Male","53","Other","5","23","Comp & Math","AUD","Prefer not to say"
"124","Android","Yes",NA,"Female","21","Other","5","17","Student","Other","2"
"125","Android","Yes","pottery","Female","25","Chinese","5","22","Healthcare Sup","Other","2"
"126","iOS",NA,NA,"Female","23","Other","3","16","Sales","Other","2"
"127","Android",NA,NA,"Female","34","Chinese","5","20","Healthcare Sup","Other","1"
"128","Android",NA,NA,"Female","19","Chinese","3","14","Mgmt","Other","2"
"129","Android","Yes",NA,"Female","24","Other","5","20","Legal","Other","2"
"130","Android","Yes",NA,"Female","26","Chinese","5","16","Comp & Math","Other","2"
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Android","Yes",NA,"Male","30","Other","5","20","Sales","Other","2"
"133","iOS","Yes","PAPAGO, Good Reader, Angry bird, Yoga, DxSaurs","Female","33","Other","6","24","Healthcare Pract & Tech","Other","1"
"134","Blackberry",NA,NA,"Female","26","Other","5","19","Edu, Trng & Lib","Other","2"
"135","iOS",NA,"do not know anymore","Male","33","Other","7","21","Mgmt","EUR","8"
"136","Blackberry",NA,"not applicable","Male","47","Other","5","18","Biz & Fin Ops","USD","Prefer not to say"
"137","iOS",NA,"Our Daily BRead","Female","23","Other","5","17.5","Biz & Fin Ops","Other","2"
"138","Android",NA,NA,"Female","34","Other","5","20","Biz & Fin Ops","Other","2"
"139","Android","Yes",NA,"Male","34","Other","5","15","Sales","Other","2"
"140","Android","Yes",NA,"Male","30","Chinese","6","20","Biz & Fin Ops","AUD","Prefer not to say"
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","iOS","Yes","Keynote","Female","38","Other","7","25","Arch & Eng","Other","2"
"143","iOS","Yes","Sleep Cycle, Camera+, Water?","Male","39","Other","7","25","Comp & Math","Other","1"
"144","iOS","Yes","OmniFocus for iPad","Male","32","Canadian","7","25","Comp & Math","EUR","5"
"145","Android","Yes",NA,"Female","34","Other","6","18","Comp & Math","Other","1"
"146","iOS","Yes","Tomtom","Male","38","British","6","11","Biz & Fin Ops","GBP","Prefer not to say"
"147","iOS","Yes",NA,"Female","38","Other","7","25","Edu, Trng & Lib","Other","1"
"148","Blackberry",NA,NA,"Male","31","Other","5","15","Transport","Other","1"
"149","Android","Yes","Wolfram Alpha","Male","32","Italian","6","18","Student","EUR","3"
"150","Android",NA,"games","Male","34","Chinese","3","12","Inst, Maint & Repair","Other","2"
"151","iOS","Yes","I forgot...","Female","31","Australian","5","23","Biz & Fin Ops","AUD","5"
"152","Android","Yes","(game -forgotten name)","Male","40","British","7","21","Edu, Trng & Lib","GBP","7"
"153","None",NA,NA,"Male","31","Chinese","7","18","Healthcare Pract & Tech","Other","1"
"154","Android",NA,NA,"Female","24","Chinese","6","18","Arch & Eng","Other","1"
"155","Windows",NA,"CleverPhoto","Male","19","Chinese","2","13","Student","AUD","1"
"156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","iOS","Yes","Keynote","Male","38","Other","7","19","Comp & Math","EUR","3"
"158","iOS","Yes","test","Female","30","British","7","5","Cmty & Soc Svcs","GBP","9"
"159","iOS","Yes",NA,"Male","27","Other","6","19","Student","EUR","3"
"160","Android","Yes","doc viewer","Male","42","British","7","19","Edu, Trng & Lib","GBP","6"
"161","iOS","Yes",NA,"Male","31","Mexican","6","18.5","Comp & Math","Other","1"
"162","iOS","Yes","...","Male","37","British","7","14","Comp & Math","GBP","6"
"163","Android",NA,NA,"Female","25","Chinese","7","21","Food Prep & Srv","Other","2"
"164","Samsung",NA,NA,"Female","31","British","5","16","Edu, Trng & Lib","GBP","5"
"165","iOS","Yes","YBM English Korean Dictionary","Female","43","SouthKorean","7","26","Life, Phys & Soc Sci","GBP","1"
"166","Blackberry","Yes","Omnigraffle","Male","38","Spanish","7","25","Comp & Math","USD","8"
"167","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","Android","Yes",NA,"Male","37","British","7","21","Life, Phys & Soc Sci","GBP","9"
"173","iOS",NA,NA,"Male","31","British","7","20","Edu, Trng & Lib","GBP","7"
"174","iOS","Yes","can not remember, some virus stuff","Female","28","Other","6","20","Biz & Fin Ops","USD","7"
"175","Android","Yes","Moxier Mail","Male","32","Japanese","7","21","Comp & Math","JPY","7"
"176","Samsung",NA,NA,"Male","19","Other","2","14","Student","Other","2"
"177","iOS",NA,"Alchemy","Female","30","Other","7","24","Edu, Trng & Lib","EUR","3"
"178","iOS","Yes","Tetris","Female","25","British","7","21","Edu, Trng & Lib","GBP","5"
"179","iOS","Yes","Garage Band","Male","35","Other","6","21","Biz & Fin Ops","GBP","11"
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","iOS","Yes","Do not apply - I have not paid for one yet","Female","33","Brazillian","7","23","Edu, Trng & Lib","BRL","10"
"182","Android","Yes",NA,"Male","22","Japanese","5","17","Student","JPY","6"
"183","Android","Yes",NA,"Male","30","Other","6","22","Edu, Trng & Lib","Other","1"
"184","Android","Yes","i<U+6587><U+5EAB>","Male","26","Chinese","6","20","Student","JPY","Prefer not to say"
"185","Android","Yes",NA,"Male","33","Japanese","6","19","Comp & Math","JPY","8"
"186","iOS","Yes","Keynote","Male","33","Japanese","6","24","Comp & Math","Other","1"
"187","Android","Yes","TRIPVIEW","Male","26","Chinese","5","21","Food Prep & Srv","AUD","3"
"188","Android","Yes","3G<U+56DE><U+7DDA><U+3092>On/Off<U+3059><U+308B><U+30A6><U+30A3><U+30B8><U+30A7><U+30C3><U+30C8><U+3002><U+30A2><U+30D7><U+30EA><U+540D><U+306F><U+5FD8><U+308C><U+305F><U+3002>","Male","26","Japanese","6","24","Student","JPY","2"
"189","iOS","Yes","CamCard - <U+540D><U+523A><U+8A8D><U+8B58><U+7BA1><U+7406>","Female","27","Japanese","6","19","Comp & Math","JPY","3"
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Android","Yes",NA,"Male","28","Other","5","21","Comp & Math","EUR","3"
"192","Android",NA,NA,"Male","24","Other","5","17","Comp & Math","EUR","2"
"193","Android","Yes","tiny web cam","Male","33","Other","7","26","Edu, Trng & Lib","EUR","7"
"194","Android",NA,NA,"Female","21","Other","5","17","Student","EUR","Prefer not to say"
"195","Android",NA,NA,"Male","24","Other","5","19","Military","EUR","Prefer not to say"
"196","Nokia","Yes",NA,"Male","32","Other","7","22","Edu, Trng & Lib","EUR","3"
"197","Nokia","Yes",NA,"Male","27","Other","6","22","Comp & Math","EUR","3"
"198","Android","Yes",NA,"Male","23","Other","5","18","Student","EUR","Prefer not to say"
"199","iOS","Yes","Plex","Male","35","Italian","7","21","Life, Phys & Soc Sci","EUR","3"
"200","Android","Yes",NA,"Female","21","Other","5","15","Comp & Math","EUR","1"
"201","Android","Yes",NA,"Male","26","Other","6","20","Edu, Trng & Lib","EUR","Prefer not to say"
"202","iOS",NA,NA,"Male","23","Other","5","19","Student","EUR","1"
"203","iOS","Yes",NA,"Male","19","Other","3","13","Student","EUR","Prefer not to say"
"204","Android","Yes","Kaiten mail","Male","29","Other","6","22","Student","EUR","3"
"205","Android","Yes","au<U+30B9><U+30DE><U+30FC><U+30C8><U+30D1><U+30B9>","Female","36","Japanese","5","17","Comp & Math","JPY","8"
"206","Android","Yes",NA,"Female","25","Other","6","20","Comp & Math","EUR","1"
"207","None",NA,NA,"Female","21","Other","5","17","Edu, Trng & Lib","EUR","1"
"208","Android",NA,NA,"Female","21","Other","5","16","Comp & Math","EUR","1"
"209","Android",NA,NA,"Male","21","Other","5","16","Comp & Math","EUR","3"
"210","iOS","Yes","iAnnotate, Air Display","Male","24","Chinese","5","17","Student","JPY","1"
"211","Android","Yes",NA,"Female","29","Other","7","21","Comp & Math","EUR","5"
"212","iOS","Yes","Anatomy of muscles","Male","67","British","3","18","Healthcare Pract & Tech","GBP","Prefer not to say"
"213","Android","Yes","ATOK","Male","37","Japanese","5","18","Comp & Math","JPY","7"
"214","iOS","Yes","pes","Male","27","Other","6","17","Inst, Maint & Repair","EUR","3"
"215","Android","Yes",NA,"Female","25","British","5","12","Student","GBP","5"
"216","Android",NA,"PocketCloud Remote Desktop","Male","37","Australian","6","19","Mgmt","AUD","7"
"217","Do not use apps",NA,"Phone & txt only","Male","34","Chinese","6","23","Student","CNY","1"
"218","iOS","Yes","Monkey Island","Female","26","British","6","19","Legal","GBP","9"
"219","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","iOS","Yes","Football Manager","Male","29","Other","7","24","Student","GBP","5"
"221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","iOS",NA,NA,"Male","21","Other","3","17","Mgmt","EUR","7"
"223","Android","Yes",NA,"Female","19","Other","2","14","Student","EUR","3"
"224","Nokia",NA,"not applicable","Female","28","British","5","17","Cmty & Soc Svcs","GBP","7"
"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","iOS","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Android","Yes",NA,"Male","27","Indian","7","22","Student",NA,NA
"235","Do not use apps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Android","Yes",NA,"Male","33","Other",NA,NA,NA,NA,NA
"241","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","None",NA,NA,"Male","23","Italian","5","18","Edu, Trng & Lib",NA,NA
"247","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Nokia",NA,NA,"Male","24","Spanish",NA,NA,NA,NA,NA
"252","Windows",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Android",NA,"Go Launcher EX",NA,NA,NA,NA,NA,NA,NA,NA
"259","iOS",NA,NA,"Female","33","Chinese","7","22","Arts, Entmt & Sports","GBP","6"
"260","Windows","Yes","-","Female","18.5","Other","2","12","Student","EUR","7"
"261","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Android","Yes",NA,"Male","33","Other","7","20","Comp & Math","Other","2"
"272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Blackberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Android",NA,NA,"Female","31","British","7","23","Life, Phys & Soc Sci","GBP","6"
"279","iOS","Yes","Uk map","Female","27","British","6","20","Student","GBP","3"
"280","Android","Yes","na","Female","25","British","6","18","Student","GBP","6"
"281","iOS",NA,"Whats up","Male","26","Other","6","18","Student","EUR","3"
"282","Android",NA,NA,"Female","23","Other","5","18","Off & Admin Sup","EUR","5"
"283","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Android","Yes",NA,"Female","30","British","5","16","Biz & Fin Ops","GBP","Prefer not to say"
"290","Nokia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Android",NA,"I haven't bought an app yet","Male","22","Other","2","15","Student","EUR","Prefer not to say"
"292","Nokia","Yes",NA,"Female","26","Other","6","20","Comp & Math","GBP","3"
"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Not sure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","iOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","iOS",NA,NA,"Male","31","French","7","20","Comp & Math","EUR","9"
"299","iOS","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","iOS","Yes",NA,"Male","42","British","6","18","Edu, Trng & Lib","GBP","9"
"301","iOS",NA,NA,"Male","31","British","6","26","Biz & Fin Ops","GBP","6"
"302","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Android",NA,NA,"Female","48","German","4","11","Sales","EUR","Prefer not to say"
"304","Android","Yes",NA,"Male","19","Other","2","13","Student","Other","2"
"305","Blackberry","Yes",NA,"Female","20","British","5","15","Student","GBP","7"
"306","iOS",NA,"TomTom Europa","Male","41","German","6","26","Off & Admin Sup","EUR","7"
"307","Blackberry","Yes","weight tracker","Female","27","British","1","10","Sales","GBP","2"
"308","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","iOS",NA,"Akinator","Female","35","German","2","10","Prsn Care & Svcs","EUR","5"
"310","Android","Yes",NA,"Female","42","German","2","0","Off & Admin Sup","EUR","2"
"311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Samsung","Yes","What's App+ Emoticon<U+2605>Skin<U+2605>Emoji","Female","17","German","3","10","Student","EUR","Prefer not to say"
"313","Android","Yes",NA,"Male","19","Japanese","3","14","Student","GBP","1"
"314","iOS","Yes","Polaris Office","Male","46","German","2","15","Sales","EUR","5"
"315","Android","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Blackberry","Yes",NA,"Male","21","British","5","16","Off & Admin Sup","GBP","2"
"318","Android","Yes",NA,"Female","32","Spanish","3","17","Off & Admin Sup","EUR","Prefer not to say"
"319","iOS","Yes","goodplayer","Male","36","American","5","16","Comp & Math","USD","5"
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","iOS","Yes","NCIS: The Game","Female","19","Australian","2","16","Food Prep & Srv","AUD","6"
"322","Android",NA,NA,"Female","46","Russian","3","16","Biz & Fin Ops","RUB","8"
"323","Samsung","Yes","FIFA 12 by EA Sports","Male","32","Chinese","5","16","Inst, Maint & Repair","CNY","8"
"324","Android","Yes",NA,"Female","38","Italian","2","13","Sales","EUR","Prefer not to say"
"325","Blackberry",NA,NA,"Female","33","Mexican","5","16","Sales","MXN","3"
"326","Nokia","Yes",NA,"Male","50","Russian","5","18","Comp & Math","RUB","6"
"327","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Nokia","Yes","NON RICORDO","Female","42","Italian","3","16","Biz & Fin Ops","EUR","7"
"329","Android","Yes",NA,"Female","20","Spanish","8","18","Food Prep & Srv","EUR","1"
"330","Samsung","Yes","nao lembro","Female","32","Brazillian","2","8","Arts, Entmt & Sports","BRL","1"
